Experiment,AssayBlock,AssayDate,ExperimentalTreatment,Line,AssayHost,Frequency,CommonHost,Rep,Counter,Live,Total,Mortality,Ancestral,AncSE,DiffAnc,PropChange
AKG,B,9/28/2018,1N:3L,15,CF3-wt-inv,common,CF3-wt-inv,3,mp,39,362,0.892265193,0.791781768,0.037226759,0.100483425,0.126907981
AKG,B,9/28/2018,1N:3L,15,CF3-wt-inv,common,CF3-wt-inv,4,mp,36,362,0.900552486,0.791781768,0.037226759,0.108770718,0.137374618
AKG,B,9/28/2018,1N:3L,16,CF3-wt-inv,common,CF3-wt-inv,1,mp,172,362,0.524861878,0.791781768,0.037226759,-0.26691989,-0.337112953
AKG,B,9/28/2018,1N:3L,16,CF3-wt-inv,common,CF3-wt-inv,2,mp,123,362,0.660220994,0.791781768,0.037226759,-0.131560774,-0.166157872
AKG,B,9/28/2018,1N:3L,16,CF3-wt-inv,common,CF3-wt-inv,3,mp,136,362,0.624309392,0.791781768,0.037226759,-0.167472376,-0.211513301
AKG,B,9/28/2018,1N:3L,16,CF3-wt-inv,common,CF3-wt-inv,4,mp,211,362,0.417127072,0.791781768,0.037226759,-0.374654696,-0.473179241
AKG,B,9/28/2018,1N:3L,17,CF3-wt-inv,common,CF3-wt-inv,1,mp,135,362,0.627071823,0.791781768,0.037226759,-0.164709945,-0.208024422
AKG,B,9/28/2018,1N:3L,17,CF3-wt-inv,common,CF3-wt-inv,2,mp,125,362,0.654696133,0.791781768,0.037226759,-0.137085635,-0.17313563
AKG,B,9/28/2018,1N:3L,17,CF3-wt-inv,common,CF3-wt-inv,3,mp,60,362,0.834254144,0.791781768,0.037226759,0.042472376,0.053641518
AKG,B,9/28/2018,1N:3L,17,CF3-wt-inv,common,CF3-wt-inv,4,mp,50,362,0.861878453,0.791781768,0.037226759,0.070096685,0.08853031
AKG,B,9/28/2018,1N:3L,18,CF3-wt-inv,common,CF3-wt-inv,1,mp,80,362,0.779005525,0.791781768,0.037226759,-0.012776243,-0.016136066
AKG,B,9/28/2018,1N:3L,18,CF3-wt-inv,common,CF3-wt-inv,2,mp,143,362,0.604972376,0.791781768,0.037226759,-0.186809392,-0.235935456
AKG,B,9/28/2018,1N:3L,18,CF3-wt-inv,common,CF3-wt-inv,3,mp,51,362,0.859116022,0.791781768,0.037226759,0.067334254,0.08504143
AKG,B,9/28/2018,1N:3L,18,CF3-wt-inv,common,CF3-wt-inv,4,mp,179,362,0.505524862,0.791781768,0.037226759,-0.286256906,-0.361535107
AKG,B,9/28/2018,1N:9L,19,CF3-wt-inv,common,CF3-wt-inv,1,mp,169,362,0.533149171,0.791781768,0.037226759,-0.258632597,-0.326646315
AKG,B,9/28/2018,1N:9L,19,CF3-wt-inv,common,CF3-wt-inv,2,mp,143,362,0.604972376,0.791781768,0.037226759,-0.186809392,-0.235935456
AKG,B,9/28/2018,1N:9L,19,CF3-wt-inv,common,CF3-wt-inv,3,mp,81,362,0.776243094,0.791781768,0.037226759,-0.015538674,-0.019624946
AKG,B,9/28/2018,1N:9L,19,CF3-wt-inv,common,CF3-wt-inv,4,mp,65,362,0.820441989,0.791781768,0.037226759,0.028660221,0.036197122
AKG,B,9/28/2018,1N:9L,20,CF3-wt-inv,common,CF3-wt-inv,1,mp,136,362,0.624309392,0.791781768,0.037226759,-0.167472376,-0.211513301
AKG,B,9/28/2018,1N:9L,20,CF3-wt-inv,common,CF3-wt-inv,2,mp,115,362,0.682320442,0.791781768,0.037226759,-0.109461326,-0.138246838
AKG,B,9/28/2018,1N:9L,20,CF3-wt-inv,common,CF3-wt-inv,3,mp,78,362,0.784530387,0.791781768,0.037226759,-0.007251381,-0.009158308
AKG,B,9/28/2018,1N:9L,20,CF3-wt-inv,common,CF3-wt-inv,4,mp,78,362,0.784530387,0.791781768,0.037226759,-0.007251381,-0.009158308
AKG,B,9/28/2018,1N:9L,21,CF3-wt-inv,common,CF3-wt-inv,1,mp,105,362,0.709944751,0.791781768,0.037226759,-0.081837017,-0.103358046
AKG,B,9/28/2018,1N:9L,21,CF3-wt-inv,common,CF3-wt-inv,2,mp,115,362,0.682320442,0.791781768,0.037226759,-0.109461326,-0.138246838
AKG,B,9/28/2018,1N:9L,21,CF3-wt-inv,common,CF3-wt-inv,3,mp,137,362,0.621546961,0.791781768,0.037226759,-0.170234807,-0.215002181
AKG,B,9/28/2018,1N:9L,21,CF3-wt-inv,common,CF3-wt-inv,4,mp,89,362,0.754143646,0.791781768,0.037226759,-0.037638122,-0.047535979
AKG,B,9/28/2018,1N:9L,22,CF3-wt-inv,common,CF3-wt-inv,1,mp,52,362,0.856353591,0.791781768,0.037226759,0.064571823,0.081552551
AKG,B,9/28/2018,1N:9L,22,CF3-wt-inv,common,CF3-wt-inv,2,mp,121,362,0.665745856,0.791781768,0.037226759,-0.126035912,-0.159180113
AKG,B,9/28/2018,1N:9L,22,CF3-wt-inv,common,CF3-wt-inv,3,mp,105,362,0.709944751,0.791781768,0.037226759,-0.081837017,-0.103358046
AKG,B,9/28/2018,1N:9L,22,CF3-wt-inv,common,CF3-wt-inv,4,mp,32,362,0.91160221,0.791781768,0.037226759,0.119820442,0.151330135
AKG,B,9/28/2018,1N:9L,23,CF3-wt-inv,common,CF3-wt-inv,1,mp,33,362,0.908839779,0.791781768,0.037226759,0.117058011,0.147841256
AKG,B,9/28/2018,1N:9L,23,CF3-wt-inv,common,CF3-wt-inv,2,mp,77,362,0.787292818,0.791781768,0.037226759,-0.00448895,-0.005669429
AKG,B,9/28/2018,1N:9L,23,CF3-wt-inv,common,CF3-wt-inv,3,mp,36,362,0.900552486,0.791781768,0.037226759,0.108770718,0.137374618
AKG,B,9/28/2018,1N:9L,23,CF3-wt-inv,common,CF3-wt-inv,4,mp,46,362,0.872928177,0.791781768,0.037226759,0.081146409,0.102485826
AKG,B,9/28/2018,1N:9L,24,CF3-wt-inv,common,CF3-wt-inv,1,mp,112,362,0.690607735,0.791781768,0.037226759,-0.101174033,-0.127780201
AKG,B,9/28/2018,1N:9L,24,CF3-wt-inv,common,CF3-wt-inv,2,mp,86,362,0.762430939,0.791781768,0.037226759,-0.029350829,-0.037069342
AKG,B,9/28/2018,1N:9L,24,CF3-wt-inv,common,CF3-wt-inv,3,mp,80,362,0.779005525,0.791781768,0.037226759,-0.012776243,-0.016136066
AKG,B,9/28/2018,1N:9L,24,CF3-wt-inv,common,CF3-wt-inv,4,mp,92,362,0.745856354,0.791781768,0.037226759,-0.045925414,-0.058002617
PSW,C,4/29/2019,3C:1E,25,ewIR68,rare,CB4856,1,,69,187,0.631016043,0.600713,0.019412,0.030303,0.050445126
PSW,C,4/29/2019,3C:1E,25,ewIR68,rare,CB4856,2,,68,187,0.636363636,0.600713,0.019412,0.035651,0.059347203
PSW,C,4/29/2019,3C:1E,25,ewIR68,rare,CB4856,3,,88,187,0.529411765,0.600713,0.019412,-0.071301,-0.118694344
PSW,C,4/29/2019,3C:1E,25,ewIR68,rare,CB4856,4,,53,187,0.71657754,0.600713,0.019412,0.115865,0.192878363
PSW,C,4/29/2019,3C:1E,25,ewIR68,rare,CB4856,5,,90,187,0.518716578,0.600713,0.019412,-0.081996,-0.136498498
PSW,C,4/29/2019,3C:1E,25,ewIR68,rare,CB4856,6,,86,187,0.540106952,0.600713,0.019412,-0.060606,-0.100890189
PSW,C,4/29/2019,3C:1E,26,ewIR68,rare,CB4856,1,,69,187,0.631016043,0.600713,0.019412,0.030303,0.050445126
PSW,C,4/29/2019,3C:1E,26,ewIR68,rare,CB4856,2,,112,187,0.401069519,0.600713,0.019412,-0.199643,-0.3323442
PSW,C,4/29/2019,3C:1E,26,ewIR68,rare,CB4856,3,,88,187,0.529411765,0.600713,0.019412,-0.071301,-0.118694344
PSW,C,4/29/2019,3C:1E,26,ewIR68,rare,CB4856,4,,80,187,0.572192513,0.600713,0.019412,-0.02852,-0.047477725
PSW,C,4/29/2019,3C:1E,26,ewIR68,rare,CB4856,5,,68,187,0.636363636,0.600713,0.019412,0.035651,0.059347203
PSW,C,4/29/2019,3C:1E,26,ewIR68,rare,CB4856,6,,56,187,0.700534759,0.600713,0.019412,0.099822,0.166172131
PSW,C,4/29/2019,3C:1E,27,ewIR68,rare,CB4856,1,,70,187,0.625668449,0.600713,0.019412,0.024955,0.041543048
PSW,C,4/29/2019,3C:1E,27,ewIR68,rare,CB4856,2,,86,187,0.540106952,0.600713,0.019412,-0.060606,-0.100890189
PSW,C,4/29/2019,3C:1E,27,ewIR68,rare,CB4856,3,,72,187,0.614973262,0.600713,0.019412,0.01426,0.023738894
PSW,C,4/29/2019,3C:1E,27,ewIR68,rare,CB4856,4,,69,187,0.631016043,0.600713,0.019412,0.030303,0.050445126
PSW,C,4/29/2019,3C:1E,27,ewIR68,rare,CB4856,5,,106,187,0.43315508,0.600713,0.019412,-0.167558,-0.278931736
PSW,C,4/29/2019,3C:1E,27,ewIR68,rare,CB4856,6,,90,187,0.518716578,0.600713,0.019412,-0.081996,-0.136498498
PSW,C,4/29/2019,3C:1E,28,ewIR68,rare,CB4856,1,,76,187,0.593582888,0.600713,0.019412,-0.00713,-0.011869416
PSW,C,4/29/2019,3C:1E,28,ewIR68,rare,CB4856,2,,50,187,0.732620321,0.600713,0.019412,0.131907,0.219584595
PSW,C,4/29/2019,3C:1E,28,ewIR68,rare,CB4856,3,,89,187,0.524064171,0.600713,0.019412,-0.076649,-0.127596421
PSW,C,4/29/2019,3C:1E,28,ewIR68,rare,CB4856,4,,110,187,0.411764706,0.600713,0.019412,-0.188948,-0.314540045
PSW,C,4/29/2019,3C:1E,28,ewIR68,rare,CB4856,5,,64,187,0.657754011,0.600713,0.019412,0.057041,0.094955512
PSW,C,4/29/2019,3C:1E,28,ewIR68,rare,CB4856,6,,129,187,0.310160428,0.600713,0.019412,-0.290553,-0.483679514
PSW,C,4/29/2019,3C:1E,29,ewIR68,rare,CB4856,1,,79,187,0.577540107,0.600713,0.019412,-0.023173,-0.038575648
PSW,C,4/29/2019,3C:1E,29,ewIR68,rare,CB4856,2,,70,187,0.625668449,0.600713,0.019412,0.024955,0.041543048
PSW,C,4/29/2019,3C:1E,29,ewIR68,rare,CB4856,3,,61,187,0.673796791,0.600713,0.019412,0.073084,0.121661744
PSW,C,4/29/2019,3C:1E,29,ewIR68,rare,CB4856,4,,110,187,0.411764706,0.600713,0.019412,-0.188948,-0.314540045
PSW,C,4/29/2019,3C:1E,29,ewIR68,rare,CB4856,5,,93,187,0.502673797,0.600713,0.019412,-0.098039,-0.16320473
PSW,C,4/29/2019,3C:1E,29,ewIR68,rare,CB4856,6,,84,187,0.550802139,0.600713,0.019412,-0.049911,-0.083086034
PSW,C,4/29/2019,3C:1E,30,ewIR68,rare,CB4856,1,,89,187,0.524064171,0.600713,0.019412,-0.076649,-0.127596421
PSW,C,4/29/2019,3C:1E,30,ewIR68,rare,CB4856,2,,129,187,0.310160428,0.600713,0.019412,-0.290553,-0.483679514
PSW,C,4/29/2019,3C:1E,30,ewIR68,rare,CB4856,3,,133,187,0.288770053,0.600713,0.019412,-0.311943,-0.519287824
PSW,C,4/29/2019,3C:1E,30,ewIR68,rare,CB4856,4,,106,187,0.43315508,0.600713,0.019412,-0.167558,-0.278931736
PSW,C,4/29/2019,3C:1E,30,ewIR68,rare,CB4856,5,,84,187,0.550802139,0.600713,0.019412,-0.049911,-0.083086034
PSW,C,4/29/2019,3C:1E,30,ewIR68,rare,CB4856,6,,67,187,0.64171123,0.600713,0.019412,0.040998,0.06824928
PSW,C,4/29/2019,3C:1E,25,CB4856,common,CB4856,1,,64,149,0.570469799,0.682326622,0.051132151,-0.111857,-0.163934426
PSW,C,4/29/2019,3C:1E,25,CB4856,common,CB4856,2,,52,149,0.651006711,0.682326622,0.051132151,-0.03132,-0.045901639
PSW,C,4/29/2019,3C:1E,25,CB4856,common,CB4856,3,,48,149,0.677852349,0.682326622,0.051132151,-0.004474,-0.006557377
PSW,C,4/29/2019,3C:1E,25,CB4856,common,CB4856,4,,70,149,0.530201342,0.682326622,0.051132151,-0.152125,-0.22295082
PSW,C,4/29/2019,3C:1E,25,CB4856,common,CB4856,5,,40,149,0.731543624,0.682326622,0.051132151,0.049217,0.072131147
PSW,C,4/29/2019,3C:1E,25,CB4856,common,CB4856,6,,23,149,0.845637584,0.682326622,0.051132151,0.163311,0.239344262
PSW,C,4/29/2019,3C:1E,26,CB4856,common,CB4856,1,,72,149,0.516778523,0.682326622,0.051132151,-0.165548,-0.242622951
PSW,C,4/29/2019,3C:1E,26,CB4856,common,CB4856,2,,19,149,0.872483221,0.682326622,0.051132151,0.190157,0.278688524
PSW,C,4/29/2019,3C:1E,26,CB4856,common,CB4856,3,,33,149,0.77852349,0.682326622,0.051132151,0.096197,0.140983606
PSW,C,4/29/2019,3C:1E,26,CB4856,common,CB4856,4,,18,149,0.879194631,0.682326622,0.051132151,0.196868,0.28852459
PSW,C,4/29/2019,3C:1E,26,CB4856,common,CB4856,5,,37,149,0.751677852,0.682326622,0.051132151,0.069351,0.101639344
PSW,C,4/29/2019,3C:1E,26,CB4856,common,CB4856,6,,53,149,0.644295302,0.682326622,0.051132151,-0.038031,-0.055737705
PSW,C,4/29/2019,3C:1E,27,CB4856,common,CB4856,1,,56,149,0.624161074,0.682326622,0.051132151,-0.058166,-0.085245902
PSW,C,4/29/2019,3C:1E,27,CB4856,common,CB4856,3,,85,149,0.429530201,0.682326622,0.051132151,-0.252796,-0.370491803
PSW,C,4/29/2019,3C:1E,27,CB4856,common,CB4856,4,,18,149,0.879194631,0.682326622,0.051132151,0.196868,0.28852459
PSW,C,4/29/2019,3C:1E,27,CB4856,common,CB4856,5,,59,149,0.604026846,0.682326622,0.051132151,-0.0783,-0.114754098
PSW,C,4/29/2019,3C:1E,27,CB4856,common,CB4856,6,,13,149,0.912751678,0.682326622,0.051132151,0.230425,0.337704918
PSW,C,4/29/2019,3C:1E,28,CB4856,common,CB4856,1,,79,149,0.469798658,0.682326622,0.051132151,-0.212528,-0.31147541
PSW,C,4/29/2019,3C:1E,28,CB4856,common,CB4856,3,,52,149,0.651006711,0.682326622,0.051132151,-0.03132,-0.045901639
PSW,C,4/29/2019,3C:1E,28,CB4856,common,CB4856,5,,9,149,0.939597315,0.682326622,0.051132151,0.257271,0.37704918
PSW,C,4/29/2019,3C:1E,28,CB4856,common,CB4856,6,,59,149,0.604026846,0.682326622,0.051132151,-0.0783,-0.114754098
PSW,C,4/29/2019,3C:1E,29,CB4856,common,CB4856,1,,38,149,0.744966443,0.682326622,0.051132151,0.06264,0.091803279
PSW,C,4/29/2019,3C:1E,29,CB4856,common,CB4856,3,,79,149,0.469798658,0.682326622,0.051132151,-0.212528,-0.31147541
PSW,C,4/29/2019,3C:1E,29,CB4856,common,CB4856,4,,33,149,0.77852349,0.682326622,0.051132151,0.096197,0.140983606
PSW,C,4/29/2019,3C:1E,29,CB4856,common,CB4856,5,,32,149,0.785234899,0.682326622,0.051132151,0.102908,0.150819672
PSW,C,4/29/2019,3C:1E,29,CB4856,common,CB4856,6,,42,149,0.718120805,0.682326622,0.051132151,0.035794,0.052459016
PSW,C,4/29/2019,3C:1E,30,CB4856,common,CB4856,2,,57,149,0.617449664,0.682326622,0.051132151,-0.064877,-0.095081967
PSW,C,4/29/2019,3C:1E,30,CB4856,common,CB4856,3,,68,149,0.543624161,0.682326622,0.051132151,-0.138702,-0.203278689
PSW,C,4/29/2019,3C:1E,30,CB4856,common,CB4856,4,,30,149,0.798657718,0.682326622,0.051132151,0.116331,0.170491803
PSW,C,4/29/2019,3C:1E,30,CB4856,common,CB4856,5,,49,149,0.67114094,0.682326622,0.051132151,-0.011186,-0.016393443
PSW,C,4/29/2019,3C:1E,30,CB4856,common,CB4856,6,,41,149,0.724832215,0.682326622,0.051132151,0.042506,0.062295082
PSW,C,4/29/2019,1C:3E,31,ewIR68,common,ewIR68,1,,119,187,0.363636364,0.600713,0.019412,-0.237077,-0.394658741
PSW,C,4/29/2019,1C:3E,31,ewIR68,common,ewIR68,2,,68,187,0.636363636,0.600713,0.019412,0.035651,0.059347203
PSW,C,4/29/2019,1C:3E,31,ewIR68,common,ewIR68,3,,82,187,0.561497326,0.600713,0.019412,-0.039216,-0.06528188
PSW,C,4/29/2019,1C:3E,31,ewIR68,common,ewIR68,4,,74,187,0.604278075,0.600713,0.019412,0.003565,0.005934739
PSW,C,4/29/2019,1C:3E,31,ewIR68,common,ewIR68,5,,61,187,0.673796791,0.600713,0.019412,0.073084,0.121661744
PSW,C,4/29/2019,1C:3E,31,ewIR68,common,ewIR68,6,,46,187,0.754010695,0.600713,0.019412,0.153298,0.255192904
PSW,C,4/29/2019,1C:3E,32,ewIR68,common,ewIR68,1,,11,187,0.941176471,0.600713,0.019412,0.340463,0.566765611
PSW,C,4/29/2019,1C:3E,32,ewIR68,common,ewIR68,2,,106,187,0.43315508,0.600713,0.019412,-0.167558,-0.278931736
PSW,C,4/29/2019,1C:3E,32,ewIR68,common,ewIR68,3,,100,187,0.465240642,0.600713,0.019412,-0.135472,-0.225519272
PSW,C,4/29/2019,1C:3E,32,ewIR68,common,ewIR68,4,,51,187,0.727272727,0.600713,0.019412,0.12656,0.210682518
PSW,C,4/29/2019,1C:3E,32,ewIR68,common,ewIR68,5,,89,187,0.524064171,0.600713,0.019412,-0.076649,-0.127596421
PSW,C,4/29/2019,1C:3E,32,ewIR68,common,ewIR68,6,,68,187,0.636363636,0.600713,0.019412,0.035651,0.059347203
PSW,C,4/29/2019,1C:3E,33,ewIR68,common,ewIR68,1,,92,187,0.50802139,0.600713,0.019412,-0.092692,-0.154302653
PSW,C,4/29/2019,1C:3E,33,ewIR68,common,ewIR68,2,,71,187,0.620320856,0.600713,0.019412,0.019608,0.032640971
PSW,C,4/29/2019,1C:3E,33,ewIR68,common,ewIR68,3,,76,187,0.593582888,0.600713,0.019412,-0.00713,-0.011869416
PSW,C,4/29/2019,1C:3E,33,ewIR68,common,ewIR68,4,,48,187,0.743315508,0.600713,0.019412,0.142602,0.23738875
PSW,C,4/29/2019,1C:3E,33,ewIR68,common,ewIR68,5,,71,187,0.620320856,0.600713,0.019412,0.019608,0.032640971
PSW,C,4/29/2019,1C:3E,33,ewIR68,common,ewIR68,6,,93,187,0.502673797,0.600713,0.019412,-0.098039,-0.16320473
PSW,C,4/29/2019,1C:3E,34,ewIR68,common,ewIR68,1,,122,187,0.347593583,0.600713,0.019412,-0.253119,-0.421364973
PSW,C,4/29/2019,1C:3E,34,ewIR68,common,ewIR68,2,,123,187,0.342245989,0.600713,0.019412,-0.258467,-0.43026705
PSW,C,4/29/2019,1C:3E,34,ewIR68,common,ewIR68,3,,113,187,0.395721925,0.600713,0.019412,-0.204991,-0.341246277
PSW,C,4/29/2019,1C:3E,34,ewIR68,common,ewIR68,4,,101,187,0.459893048,0.600713,0.019412,-0.14082,-0.234421349
PSW,C,4/29/2019,1C:3E,34,ewIR68,common,ewIR68,5,,84,187,0.550802139,0.600713,0.019412,-0.049911,-0.083086034
PSW,C,4/29/2019,1C:3E,34,ewIR68,common,ewIR68,6,,102,187,0.454545455,0.600713,0.019412,-0.146168,-0.243323426
PSW,C,4/29/2019,1C:3E,35,ewIR68,common,ewIR68,1,,79,187,0.577540107,0.600713,0.019412,-0.023173,-0.038575648
PSW,C,4/29/2019,1C:3E,35,ewIR68,common,ewIR68,2,,110,187,0.411764706,0.600713,0.019412,-0.188948,-0.314540045
PSW,C,4/29/2019,1C:3E,35,ewIR68,common,ewIR68,3,,88,187,0.529411765,0.600713,0.019412,-0.071301,-0.118694344
PSW,C,4/29/2019,1C:3E,35,ewIR68,common,ewIR68,4,,55,187,0.705882353,0.600713,0.019412,0.105169,0.175074208
PSW,C,4/29/2019,1C:3E,35,ewIR68,common,ewIR68,5,,104,187,0.443850267,0.600713,0.019412,-0.156863,-0.261127581
PSW,C,4/29/2019,1C:3E,35,ewIR68,common,ewIR68,6,,134,187,0.28342246,0.600713,0.019412,-0.317291,-0.528189901
PSW,C,4/29/2019,1C:3E,36,ewIR68,common,ewIR68,1,,77,187,0.588235294,0.600713,0.019412,-0.012478,-0.020771493
PSW,C,4/29/2019,1C:3E,36,ewIR68,common,ewIR68,2,,94,187,0.497326203,0.600713,0.019412,-0.103387,-0.172106808
PSW,C,4/29/2019,1C:3E,36,ewIR68,common,ewIR68,3,,131,187,0.299465241,0.600713,0.019412,-0.301248,-0.501483669
PSW,C,4/29/2019,1C:3E,36,ewIR68,common,ewIR68,4,,96,187,0.486631016,0.600713,0.019412,-0.114082,-0.189910962
PSW,C,4/29/2019,1C:3E,36,ewIR68,common,ewIR68,5,,93,187,0.502673797,0.600713,0.019412,-0.098039,-0.16320473
PSW,C,4/29/2019,1C:3E,36,ewIR68,common,ewIR68,6,,118,187,0.368983957,0.600713,0.019412,-0.231729,-0.385756664
PSW,C,4/29/2019,1C:3E,31,CB4856,rare,ewIR68,1,,15,149,0.899328859,0.682326622,0.051132151,0.217002,0.318032787
PSW,C,4/29/2019,1C:3E,31,CB4856,rare,ewIR68,2,,30,149,0.798657718,0.682326622,0.051132151,0.116331,0.170491803
PSW,C,4/29/2019,1C:3E,31,CB4856,rare,ewIR68,3,,103,149,0.308724832,0.682326622,0.051132151,-0.373602,-0.547540984
PSW,C,4/29/2019,1C:3E,31,CB4856,rare,ewIR68,4,,58,149,0.610738255,0.682326622,0.051132151,-0.071588,-0.104918033
PSW,C,4/29/2019,1C:3E,31,CB4856,rare,ewIR68,5,,74,149,0.503355705,0.682326622,0.051132151,-0.178971,-0.262295082
PSW,C,4/29/2019,1C:3E,31,CB4856,rare,ewIR68,6,,69,149,0.536912752,0.682326622,0.051132151,-0.145414,-0.213114754
PSW,C,4/29/2019,1C:3E,32,CB4856,rare,ewIR68,1,,45,149,0.697986577,0.682326622,0.051132151,0.01566,0.02295082
PSW,C,4/29/2019,1C:3E,32,CB4856,rare,ewIR68,2,,82,149,0.44966443,0.682326622,0.051132151,-0.232662,-0.340983607
PSW,C,4/29/2019,1C:3E,32,CB4856,rare,ewIR68,3,,42,149,0.718120805,0.682326622,0.051132151,0.035794,0.052459016
PSW,C,4/29/2019,1C:3E,32,CB4856,rare,ewIR68,4,,51,149,0.657718121,0.682326622,0.051132151,-0.024609,-0.036065574
PSW,C,4/29/2019,1C:3E,32,CB4856,rare,ewIR68,5,,48,149,0.677852349,0.682326622,0.051132151,-0.004474,-0.006557377
PSW,C,4/29/2019,1C:3E,32,CB4856,rare,ewIR68,6,,17,149,0.88590604,0.682326622,0.051132151,0.203579,0.298360656
PSW,C,4/29/2019,1C:3E,33,CB4856,rare,ewIR68,1,,64,149,0.570469799,0.682326622,0.051132151,-0.111857,-0.163934426
PSW,C,4/29/2019,1C:3E,33,CB4856,rare,ewIR68,2,,61,149,0.590604027,0.682326622,0.051132151,-0.091723,-0.13442623
PSW,C,4/29/2019,1C:3E,33,CB4856,rare,ewIR68,3,,30,149,0.798657718,0.682326622,0.051132151,0.116331,0.170491803
PSW,C,4/29/2019,1C:3E,33,CB4856,rare,ewIR68,4,,43,149,0.711409396,0.682326622,0.051132151,0.029083,0.042622951
PSW,C,4/29/2019,1C:3E,33,CB4856,rare,ewIR68,6,,41,149,0.724832215,0.682326622,0.051132151,0.042506,0.062295082
PSW,C,4/29/2019,1C:3E,34,CB4856,rare,ewIR68,1,,36,149,0.758389262,0.682326622,0.051132151,0.076063,0.11147541
PSW,C,4/29/2019,1C:3E,34,CB4856,rare,ewIR68,2,,65,149,0.563758389,0.682326622,0.051132151,-0.118568,-0.173770492
PSW,C,4/29/2019,1C:3E,34,CB4856,rare,ewIR68,3,,39,149,0.738255034,0.682326622,0.051132151,0.055928,0.081967213
PSW,C,4/29/2019,1C:3E,34,CB4856,rare,ewIR68,4,,84,149,0.436241611,0.682326622,0.051132151,-0.246085,-0.360655738
PSW,C,4/29/2019,1C:3E,34,CB4856,rare,ewIR68,5,,39,149,0.738255034,0.682326622,0.051132151,0.055928,0.081967213
PSW,C,4/29/2019,1C:3E,34,CB4856,rare,ewIR68,6,,29,149,0.805369128,0.682326622,0.051132151,0.123043,0.180327869
PSW,C,4/29/2019,1C:3E,35,CB4856,rare,ewIR68,1,,56,149,0.624161074,0.682326622,0.051132151,-0.058166,-0.085245902
PSW,C,4/29/2019,1C:3E,35,CB4856,rare,ewIR68,2,,57,149,0.617449664,0.682326622,0.051132151,-0.064877,-0.095081967
PSW,C,4/29/2019,1C:3E,35,CB4856,rare,ewIR68,3,,64,149,0.570469799,0.682326622,0.051132151,-0.111857,-0.163934426
PSW,C,4/29/2019,1C:3E,35,CB4856,rare,ewIR68,4,,99,149,0.33557047,0.682326622,0.051132151,-0.346756,-0.508196721
PSW,C,4/29/2019,1C:3E,35,CB4856,rare,ewIR68,6,,32,149,0.785234899,0.682326622,0.051132151,0.102908,0.150819672
PSW,C,4/29/2019,1C:3E,36,CB4856,rare,ewIR68,1,,71,149,0.523489933,0.682326622,0.051132151,-0.158837,-0.232786885
PSW,C,4/29/2019,1C:3E,36,CB4856,rare,ewIR68,2,,45,149,0.697986577,0.682326622,0.051132151,0.01566,0.02295082
PSW,C,4/29/2019,1C:3E,36,CB4856,rare,ewIR68,3,,61,149,0.590604027,0.682326622,0.051132151,-0.091723,-0.13442623
PSW,C,4/29/2019,1C:3E,36,CB4856,rare,ewIR68,4,,84,149,0.436241611,0.682326622,0.051132151,-0.246085,-0.360655738
PSW,C,4/29/2019,1C:3E,36,CB4856,rare,ewIR68,5,,33,149,0.77852349,0.682326622,0.051132151,0.096197,0.140983606
PSW,C,4/29/2019,1C:3E,36,CB4856,rare,ewIR68,6,,68,149,0.543624161,0.682326622,0.051132151,-0.138702,-0.203278689
